Text,Sub-task A
"hi pratik, hope you are doing well. Call it a coincidence or anything, I came
across a designer liberal page criticising Kabir Singh for MISOGYNY. Frankly
speaking I have seen only Arjun Reddy, and I was unable to find single trace
of misogyny anywhere. If these people were so concerned about women, there
will call out real tharkis in our country. But anyway they like Veere Di
Wedding and 4 More shots please. So better neglect them and let them whine
like babies. Loved the couple Arjun and Deepthi, Kabir and Priti👩‍❤️‍👨👩‍❤️‍👨.
Movie is top class. Keep up the good work 🙏😇",CAG
"This is the result of a false dowry case.I SALUTE THAT GUYES. He taken a good
stape",CAG
😂😂😂 Who made her advocate of supreme court,CAG
"Dear youtube,  
  
  
Please develop some ways so that we can give more than one like to some
videos..... I was in dire need of giving more than one like here ... because,
this man made me think to sense and he leaves no stone unturned to expose the
shallow and misinterpreted HEROISM ... !",CAG
"Ye kuch reviewers, (Quint, Film Companion) is movie pe tut hi pade hai jaise
ye pure Bollywood me sabse kharab movie ho. Wo log bol rahe hai ki, Preeti ke
character ko bahot submissive bataya hai. Mujhe to nahi laga dekh ke. Infact
she was keeping her points, and stuck to them. Your analysis of other's
opinions is exactly correct. Great review.",CAG
You are also not totally pure. You are exaggerating so much.,CAG
Your views are not.....globally correct....fr a women...,CAG
"I don't know y I think she don't know hw to sing bt I respect poor people n I
don't like attitude",CAG
"I was hating this movie to the core. Because people were all out making arjun
reddy/kabir singh as hero and overlooking the self-destructive habits he had,
in a way validating them. But the way you have tried to explain it, i want
every viewer to take a note of this. That kabir singh is an imperfect human
and we should realize every bad habit of his as bad and good traits of him
should be appreciated too. Considering him so great, publicising him as a
macho dude is in a way whitewashing every wrong thing in him and due to this i
was very uncomfirtable. I cant see the youth taking inspiration from this and
getting into drinking or drugs. There was no liberal or feminist agenda behind
it. So not everthing is about liberalism or feminism.",CAG
"I’ve following you since then, but today I would like to ask. Were you
speaking in the same way (gali galoch language) since very begging or Anurag
Kashyap movies like Gangs of Wassepur has affected you bro? This is not
acceptable that you teach us these communication etiquette that its cool to
speak this way.",CAG
"Man I couldn’t agree more.. each n every word wch u said here is the same
thing I thought wen des so called feminists wer barking..!!",CAG
"As you sow so shall you reap... Innocent husband has been prosecuted against
Legal Terrorism and he had shown the actual meaning of it...! Well done...!!!",CAG
"s this is what happen, if 498a is not controlled. Man this nation is going in
path of falling in pit of shit. The young Man Lifes are in risk because of
498a. Beware before getting married. marry ""good women"" not ""Devil"" because
Devil will able to change face anything anywhere.",CAG
OMG!!! 2k dislikes from designer liberals and feminazis 🤣🤣,CAG
OMG!!! 2k dislikes from designer liberals and feminazis 🤣🤣,CAG
"Review kahan tha bhai isme entire video was just about the arguments regarding
feminism...  
I was expecting your regular kind of review of the movie...and you make
separate videos for such discussion.  
Don't get me wrong..I am your follower since starting but its my request make
separate videos for review and opinions regarding other issues..",CAG
Ranu mandal is very bad woman,CAG
"Well why can't u grasp that a guy can live however he wants, I myself would
wear t-shirts & shorts to jobs instead of formal shirts as we can do what's
comfortable & why can't a guy be topper? I pump & dump girls with consent yet
never got less than 75% ever, well in those days seniors were respected like
teachers & could do whatever they wanted with juniors so that's why juniors
were treated like that in this movie",CAG
A-hole,CAG
"We need some sense We need a new industry other than that of Bollywood and
Hollywood .",CAG
That is not ranus fault that is her education fault,CAG
"Well why can't u grasp that a guy can live however he wants, I myself would
wear t-shirts & shorts to jobs instead of formal shirts as we can do what's
comfortable & why can't a guy be topper? I pump & dump girls with consent yet
never got less than 75% ever, well in those days seniors were respected like
teachers & could do whatever they wanted with juniors so that's why juniors
were treated like that in this movie",CAG
"Why do people take movies so seriously?? Haha.... Just grab popcorn, watch the
movie, enjoy and fuck off.",CAG
Sucharita you are ugly but atleast don't bark ugly about some good movie,CAG
"those who r promoting this, i wish their parents were also in favour of that
so those stupids wouldn't have been born.",CAG
"who in their right mind likes another man's defecation whole that is
disgusting if you're gay smell your hand after you take a dump and tell me
that's what you love sick fucks",CAG
"Why do you think west gives nobel prize. It is for people who side with them
and fulfill their agenda.",CAG
"We need some sense We need a new industry other than that of Bollywood and
Hollywood .",CAG
"Prateek, bulls eye! You just shut them up nicely",CAG
"I agree with you but I have a point too. Before elaborating my point, I want
to let you know that I'm here after seeing the ""Joker Movie analysis"". I
firmly believe the male character in Kabir Singh was irresponsible and doesn't
have any reflection with real life or practicality. As you said in the later
part of this video, ""if you're in relationship and your partner is self
derogating then run as fast as possible."" Don't you think this line defy your
Joker analysis, where you appraised/empathize Joker's mental state and called
the movie INCREDIBLE. But in this part you said to run ftom such type of
person, if we all keep running from person who're mentally ill then were would
our generation will end up. I'm not saying this all because I like Kabir
Singh, I'm saying this because I have depression, anxiety and personality
disorder. In the movie ""principal"" told the class about his Anger management
issue.
Kabir also has emotional/mental issues but I guess you didn't observed him
precisely as much as you observed Joker. As per WHO, one in every 20 Indian
suffer from depression; 5 out of 100.
Hope you understand what I'm trying to say. Peace ☮️",CAG
"You should research on what is feminism and feminazi rather than spreading
your illogical views.",CAG
"Those Anti Hindus who were Blaming Hindus r Quiet when Thruth comes out > no
rape was taken on Asifa !  
Hindus r not guilty !  
Mandir was lie !  
[#Bollywood](http://www.youtube.com/results?search_query=%23Bollywood) wale
Pakistan say order lete hey !",CAG
"First stop aborting and killing daughters before birth and stop throughing
them in dustbins then you will have many people for trying",CAG
this must be happened if there is misused of law,CAG
"This is the failure of the Judicial system, they should make laws to punish
women who misuse this law.",CAG
