Text,Sub-task B
Its not petrol... Its crime patrol...,NGEN
"Ye kuch reviewers, (Quint, Film Companion) is movie pe tut hi pade hai jaise
ye pure Bollywood me sabse kharab movie ho. Wo log bol rahe hai ki, Preeti ke
character ko bahot submissive bataya hai. Mujhe to nahi laga dekh ke. Infact
she was keeping her points, and stuck to them. Your analysis of other's
opinions is exactly correct. Great review.",NGEN
"Please dump her Bharat know the country of Sita and Savitri not this types of
xyz",NGEN
"Can be framed proper right to express, right to speech.",NGEN
And i thought I'm the only person who hate this movie. Anyone else👇,NGEN
"As you sow so shall you reap... Innocent husband has been prosecuted against
Legal Terrorism and he had shown the actual meaning of it...! Well done...!!!",NGEN
"Hi dear.  
I am Gay boy want some lesbian friend for genuine friendship and documentary
interview.  
Please contact me if any lesbian friend/sister want to give her interview.",NGEN
it's really good👍👍👌✌️✌️✌️✌️,NGEN
"Lesbian,gay or transgender. Whtever.....above all these tags,everyone is a
HUMAN BEING. ..n all is equal in eyes of god....so,,everyone has the right to
live in their own way...its all about love...so everyone is equal n free ....i
totally support all of you...jus avoid any of the trolls.....bless you
....have a good life 🤗🤗👍👍🤗🤗🎀💝🎀",NGEN
"Yeah right, because tigers can sign a legal contract. Idiot!  
Besides, decriminalizing gay sex doesn't mean gay marriage is legal yet.",NGEN
"Wtever.  
Modern Feminism IS dog shit",NGEN
Cheapest message I ever seen in YouTube,NGEN
"Because ashiqui 2 was remake of Hollywood movie A STAR IS BORN therefore that
movie is realistic",NGEN
Love you sir i am from canada,NGEN
Nobody can understand the pain of such husbands,NGEN
Much more complex than Preeti 🤣🤣,NGEN
Yes..but not possible in real life ..dear😉,NGEN
Nice bos,NGEN
Good Video,NGEN
NICE TIPS,NGEN
Don't watch after 12 minutes... spoiler ahead,NGEN
So so bad,NGEN
Shut your mouth and get lost.,NGEN
@kiyara singh thankx 😊,NGEN
He and his family was aquitted for lack of evidence in 2012.,NGEN
"What a cunning and in actual a idiot women..who thinks she is intellectual..
idiot are people clapping at her idiot propaganda..",NGEN
"In kabir singh movie He decided Kaira as his gf without her concern, What a
level of female empowerment.",NGEN
Hallo,NGEN
"proud to be india and tqq supreme Court for beautiful judgment. And love for
lgbt.",NGEN
Emotions must be analysed. Or you're literally the slave of your emotions.,NGEN
She is so much intelligent,NGEN
Awesome movie,NGEN
great review sir . hoping more reviews like this.,NGEN
"Can u give kgf movie review  
Becoz u have done kgf trailer review  
Sooo",NGEN
Very nice sir,NGEN
"Kasturi what in your dictionary means dissent? Addressing a group of novice
individuals to fill them up with sedation and hatred towards the country and
its policy makers?",NGEN
Learn from everyone follow no one🚶....,NGEN
Nowadays shortmovies is far better than Bollywood mainstream movies,NGEN
@Zain Fatima hi,NGEN
"Men are not above women, but the opposite is also true! We are equal.",NGEN
Nice nice nice nice nice nice nice,NGEN
You are also not totally pure. You are exaggerating so much.,NGEN
Top Sameer punjabi hi,NGEN
Truely true ......,NGEN
"321 melt down  
@[15:33](https://www.youtube.com/watch?v=n3d5IlngAMA&t=15m33s) \- Please, for
heaven's sake do not say hyper-bowl! The word is pronounced  
hai-PUR-buh-lee.  
Dizzy disagree. "" I dizz agree with you"". And with dizzying neck and head
moves.",NGEN
"I . Just. Fell. In. Love. With . This. Guy's. personality and way of thinking.
🙌 he diced the movie plot precisely. Everything he says is very realistic.
Respect from a Pakistani girl. You go Sirrrr.",NGEN
"Liquor should be totally banned. Administration and police must be strict and
such actions should be dealt with iron hand. People should be alert and aware.
Bengal is fast becoming hell.",NGEN
"@Be Positive The kind of INSULTS and ACCUSATIONS you have berated me with
reveal the true Nature of Feminism.",NGEN
Why the eccentric lady is still in India?,NGEN
"Kabir Singh is far better than Hindi garbage movies and hinduphobic chutiya
movies",NGEN
You are absolutely right bro....respect for you,NGEN
Go and watch Fing channel videos,NGEN
@Kishor Biswas hi,NGEN
brother please make a video on punjabi songs,NGEN
Very nice pic,NGEN
"Who is Arundhati roy?? Is she above constitution? Whats her AUKKAAT?? answer
is she is ANTI INDIAN BY ALL MEAN ...  
So madam u hv no right what to say or not....just shut your mouth...v r with
modiji and amit shah  
V r voters...not slaves....",NGEN
"Not liberal opposing but people of Bajrang Dal, Shiv Sena, Karni Sena & anti
romeo squad gang opposing the movie",NGEN
"Freedom of speech does not give anyone the right to incite people to commit
crimes. Kastori shankar is stupid. Nupur is absolutely right.",NGEN
arjun reddy was also a morally ethically destructive film ...,NGEN
"Love your review, first to watch",NGEN
osm video,NGEN
@mr gojiya hlo ji,NGEN
"I thought that LGBT are minority, so it shouldn't effect much right?",NGEN
Nice acting guys mind blowing,NGEN
"@Mahesh Thakur Actually pratik is one of the few critics whom we can trust and
he is leading the Bollywood industry and audience in a good direction.",NGEN
Such incidences will increase now .... no other remedy ...,NGEN
Ya..do one on that too,NGEN
"Hai I'm watching, waiting for your call. Call me friends. For 377.",NGEN
Ranu is a gost,NGEN
Deep Analysis 👌,NGEN
"If you can see this man always emphasises on one thing that is to be rational
in every situation!",NGEN
You r awesome 😆,NGEN
i knew it was coming lol,NGEN
You are good good good good,NGEN
Perfect captured bro,NGEN
WOWE,NGEN
"There is no one character of doctor like kabir Singh..its a movie nothing
else. Bollywood movies has to more improve . They impact negative thoughts to
the whole youth.",NGEN
Burnol mate?,NGEN
Gay sex should be banned..........,NGEN
"Bhai 'TUMBBAD' dekho Amazon prime pe hai. You won't regret it. And if you like
then please review it here. It need more recognition.",NGEN
"They Are doing for food, nothing more",NGEN
This woman is high on some cheap crack.,NGEN
"And video shows that every criminal has right to crime because we’re born
criminal and if we’re agreed to become criminal than it’s God decision",NGEN
M gay n proud of myself,NGEN
"bull shit .  
you fucking mind. gays are not criminals. this video showing wrong image",NGEN
Its worth watching instead of wasting time on PUBG,NGEN
"I think Kabir Singh is appealing to alot of women/men because, despite him
being a naracissistic, abusive, uncivil, alcoholic, woman threatening,
manslut, addict...he's a rich guy, with a rich family and also, he's
apparently a very talented surgeon. If you minus all the wealth and his
profession, and he's a middle class ordinary guy with all the negative
qualities, then it would be a hit episode of crime patrol. It's similar to
those 50 shades movie, the guy is ""hot"" because he has tons of cash.
I have watched the movie to see what the hype is about, honestly, the girl was
blander than Bella Swan in Twilight. And what the heck does, ""I love the way
you breathe"" mean? Goodness gracious.",NGEN
"People like Kabir Singh in real life would have needed lots of psychiatric
counseling and therapy. He has ASPD and substance abuse issues. Love is not
equal to obsession. This is not a good love story this is limerence. You don't
have to be a feminist to notice this.",NGEN
Getting friendzoned!,NGEN
Yess bro yess,NGEN
"those who r promoting this, i wish their parents were also in favour of that
so those stupids wouldn't have been born.",NGEN
"I m from pakistan  
Koi pakistan se girl ho to wo mujhse contect kry but i m not lesbo..bs bht
sari dosti or thora thora pyar ho..koi ho to ajao plzzz my dear friend. 😘😘",NGEN
"Yes u are right...but 90 % of men supports women without knowing anything
about and these men do not know what are happening on men by women all over
the country....",NGEN
Bhai love u a lot big fan launde kya haal best dilogue,NGEN
Bakwas movie..bt Shahid Kapoor's acting was fantastic,NGEN
"@Truthshallsetyoufree some random guy who was born 2000 years ago is your god.
Who doesn't even know what the world is right now in the year 2019 . He is
going to preach me those things which he thought was right 2000 years ago at a
completely different place and time and you think by applying those thoughts
my life would be happy. Get a life Christian missionary, but if you are
getting paid for it then all the best. At the end it's all about self
convenience.",NGEN
Nice shayri,NGEN
"They killed husbands parents....they destroyed life of this man.. so they have
to be punished like this totally agree",NGEN
"This Congress bugger why disrupting the debate, he needs a good kick.",NGEN
"Boys n girls should have equal rights.  
Whats deemed right for girls should right for boys too n vice versa",NGEN
<https://youtu.be/ghDIOlPnaA4>,NGEN
Why does someone slap that Kasturi and tell her that it's my discent,NGEN
"It's a Smart Movie for Dumb people.  
\- My Opinion 😁",NGEN
Finally got a logical review!,NGEN
<https://youtu.be/2QD6004jEI0> Raghav Juyal on CAB,NGEN
Kasturi smells so bad....😃,NGEN
100/100 kabir Singh,NGEN
Happy Nice,NGEN
Typical maoist look,NGEN
"@Thicc Man I wasn't talking about her, I just giving you the answer of your
theory on charcter study which is pointless.",NGEN
"I don't have problem with the love part of film but with the gross negligence
in his profession that too as a doctor",NGEN
What was the meaning of that two English words,NGEN
"Well it's good to see all the citizens of the country fighting against one
another just like the old times before the Britishers came and became masters
of us..Took more than a hundred years to be free and now seems like we're
gonna destroy one another with our bare hands without the help of
British...Well done..",NGEN
for this reason only Bollywood has turn into a garbage industry,NGEN
Owo,NGEN
Nupul should not scream. It takes away her point.,NGEN
Right bro ...fuck bollywood,NGEN
"she might or should be subjected to sometime Ranga Billa acts and should be
subjected to vulnerable situation that she should beg for herself and
mercy...why she is criticizing and always a face of controversy...such writers
always do that make their books famous...they can go to any unethical
level...they take advantage of mob psychology also... .such cold blooded
people are born to eat the ghee or butter - as old saying...from the dead ones
funeral...",NGEN
Also he is topper of college... Kabir singh 🤣😂🤣😂,NGEN
Please,NGEN
It’s black law period,NGEN
JOKER,NGEN
outstanding bro,NGEN
Love Nupur mam...,NGEN
Thanks,NGEN
Best review.,NGEN
She is not a perfect celliberity,NGEN
Feel sorry for boys.... 😢😢😢😢😢😢,NGEN
"I like her voice, it's sexy. No homo...",NGEN
"[#BestReviewer](http://www.youtube.com/results?search_query=%23BestReviewer)!🔥  
[#Logical](http://www.youtube.com/results?search_query=%23Logical)  
These feminists and liberals are...immature....don't know,why do they go to
watch adult movies when they are not matured.",NGEN
Why the govt is allowing her to spread hatred against India ?,NGEN
"Does this Arundhati Roy have a brain? She is being seditious urging the
members of the Indians at large to provide false information to the Government
in the serious business of organizing and putting order to run the country.
What's her business in this? She should be mailed.",NGEN
